m,obs,exp,normWidth
2501.0,0.006739443485399193,0.0037989876303563723,0.056
2526.0,0.006282633102681735,0.0038230303989958553,0.056
2550.0,0.005920380557407019,0.003846111456889759,0.056
2575.0,0.005585409575033578,0.0038740527246928155,0.056
2601.0,0.005299410929736927,0.003905527710466761,0.056
2626.0,0.005133093846786846,0.003935792119864785,0.056
2652.0,0.0050611287372535636,0.003973006373476303,0.056
2678.0,0.005038708492447903,0.004014299808441832,0.056
2705.0,0.005063238530945174,0.004057181452444498,0.056
2731.0,0.005101173750251222,0.004102125171229614,0.056
2758.0,0.005095955768950444,0.004150908587071192,0.056
2785.0,0.005082535609521105,0.004199692002912771,0.056
2813.0,0.004955717308722462,0.004265713262669246,0.056
2840.0,0.004813690489666678,0.004336513576366646,0.056
2868.0,0.004607213292319766,0.004409936123904693,0.056
2896.0,0.00440442613351816,0.004473620203853849,0.056
2925.0,0.00425769366610078,0.004534385224840735,0.056
2954.0,0.004225567804569753,0.00459515024582762,0.056
2983.0,0.004193861788141332,0.004658281106049844,0.056
3012.0,0.004231546251289868,0.004738411160694065,0.056
3042.0,0.004287745136034079,0.004822660988322739,0.056
3071.0,0.0043550085008373625,0.004922178493402501,0.056
3102.0,0.004428599063537174,0.00502855927469466,0.056
3132.0,0.004462906402229297,0.005138342780950546,0.056
3163.0,0.00449438747526991,0.005260620080997625,0.056
3194.0,0.004468527589191805,0.005382897381044704,0.056
3225.0,0.004440917377218679,0.00553264291902106,0.056
3257.0,0.004399116027044076,0.005693215060970256,0.056
3289.0,0.004364883256119137,0.005866555850146012,0.056
3321.0,0.0043589124312316775,0.006054119508010176,0.056
3354.0,0.004366857008385931,0.006251828919700623,0.056
3387.0,0.004408882976214672,0.006481004844252074,0.056
3420.0,0.004470014209000745,0.006710918349891431,0.056
3454.0,0.004565775190090917,0.006980508076684618,0.056
3488.0,0.004684356034817771,0.007250097803477805,0.056
3522.0,0.004828887834475516,0.007562688057164268,0.056
3557.0,0.005000424987643831,0.007888298007912962,0.056
3592.0,0.0051906540567695815,0.008252274524651878,0.056
3627.0,0.005435257267302699,0.00862168225942271,0.056
3663.0,0.005727613840998297,0.009047444509893575,0.056
3699.0,0.006071785920197461,0.009470296334196656,0.056
3735.0,0.006456669668602659,0.009885980856276785,0.056
3772.0,0.006881947834045731,0.01046493256349242,0.056
3809.0,0.007334041638409093,0.011227304230476878,0.056
3846.0,0.007982885557909946,0.012007244388797094,0.056
3884.0,0.008770412656473636,0.012904953275465297,0.056
3922.0,0.009643539964647181,0.013935133738599483,0.056
3961.0,0.01057917821294413,0.015226945865605024,0.056
4000.0,0.011515382747221482,0.01688381380373976,0.056
